timestamp,model,sample_id,category,label,method,perturbation,decision,reasoning,css,orig_acc,cf_acc
2025-12-25T20:47:23.368120,gpt-4.1-mini,INFO_002,Infostealer,Infostealer,cva,remove_persistence,Infostealer,"The sample enumerates browsers, reads cookies and session stores, collects autofill data and email addresses, targets crypto wallet extensions to copy key material, and sends collected data to an exfiltration destination. These behaviors are characteristic of an infostealer, which focuses on gathering sensitive information for theft.",,,1
2025-12-25T20:47:32.274821,gpt-4.1-mini,BD_001,Backdoor,Backdoor,direct,orig,Backdoor,,,1,
2025-12-25T20:47:32.274849,gpt-4.1-mini,BD_001,Backdoor,Backdoor,cot,orig,Backdoor,"The sample exhibits behavior typical of a backdoor: it maintains communication with a command server, executes remote commands, ensures persistence, and opens a reverse shell on command. These are classic indicators of backdoor functionality.",,1,
2025-12-25T20:47:32.274861,gpt-4.1-mini,BD_001,Backdoor,Backdoor,tot,orig,Backdoor,"Candidate Labels:

1. Backdoor
- Maintains periodic beacon to command endpoint and sleeps with jitter, indicating ongoing communication with a command and control server.
- Opens reverse shell when specific command is received, allowing remote control of the infected system.

2. Generic Malware
- Downloads tasking and executes shell commands received from remote server, showing generic malicious behavior.
- Creates persistence via scheduled task to relaunch at startup, a common trait in many malware types.

3. Infostealer
- Downloads tasking and executes shell commands received from remote server, which could include data exfiltration commands.
- Creates persistence via scheduled task to relaunch at startup, enabling long-term data theft.",,1,
2025-12-25T20:47:32.274875,gpt-4.1-mini,BD_001,Backdoor,Backdoor,cva,orig,Backdoor,"The sample maintains a periodic beacon to a command endpoint, downloads and executes remote shell commands, creates persistence, and opens a reverse shell on command. These behaviors are characteristic of a backdoor, which allows remote control and command execution on the infected system.",1.0,1,
2025-12-25T20:47:32.274889,gpt-4.1-mini,BD_001,Backdoor,Backdoor,cva,modify_c2,Backdoor,"The sample maintains a periodic beacon to a command endpoint, downloads and executes remote shell commands, creates persistence, and opens a reverse shell on command. These behaviors are characteristic of a backdoor, which allows remote control and command execution on the infected system.",,,1
2025-12-25T20:47:32.274901,gpt-4.1-mini,BD_001,Backdoor,Backdoor,cva,remove_persistence,Backdoor,"The sample exhibits behavior typical of a backdoor: it maintains communication with a command server, executes remote commands, ensures persistence, and opens a reverse shell on command. These actions align with backdoor functionality rather than ransomware, infostealer, or generic malware.",,,1
2025-12-25T20:47:32.274911,gpt-4.1-mini,BD_001,Backdoor,Backdoor,cva,suppress_exfiltration,Backdoor,"The sample exhibits behavior typical of a backdoor: it maintains communication with a command server, executes remote commands, ensures persistence, and opens a reverse shell on command. These are classic indicators of backdoor functionality.",,,1
2025-12-25T20:47:39.238223,gpt-4.1-mini,BD_002,Backdoor,Backdoor,direct,orig,Backdoor,,,1,
2025-12-25T20:47:39.238253,gpt-4.1-mini,BD_002,Backdoor,Backdoor,cot,orig,Backdoor,"The sample registers as a service and maintains a long-lived encrypted channel, which is typical for persistent remote access. It receives remote commands and uploads system inventory, indicating control and data exfiltration capabilities. The keep-alive and retry mechanisms with fallback domains further support continuous remote connectivity. These behaviors align with a backdoor.",,1,
2025-12-25T20:47:39.238263,gpt-4.1-mini,BD_002,Backdoor,Backdoor,tot,orig,Backdoor,"Candidate labels:
1. Backdoor
   - Registers as a service and maintains a long-lived encrypted channel, typical for persistent remote access.
   - Receives remote commands and uploads system inventory, indicating control and data exfiltration capabilities.

2. Generic Malware
   - Implements keep-alive and retries with fallback domains, which can be common in various malware types to maintain connectivity.
   - Maintains encrypted communication channels, a feature seen in many malware families.

3. Infostealer
   - Uploads system inventory results, which could be part of information theft.
   - Receives remote commands, potentially to exfiltrate data.",,1,
2025-12-25T20:47:39.238277,gpt-4.1-mini,BD_002,Backdoor,Backdoor,cva,orig,Backdoor,"The sample registers as a service and maintains a long-lived encrypted channel, which is typical for persistent remote access. It receives remote commands and uploads system inventory, indicating control and data exfiltration capabilities. The keep-alive and fallback domain retries further support continuous remote connectivity. These behaviors align with a backdoor.",1.0,1,
2025-12-25T20:47:39.238291,gpt-4.1-mini,BD_002,Backdoor,Backdoor,cva,modify_c2,Backdoor,"The sample registers as a service and maintains a long-lived encrypted channel, which is typical for persistent remote access. It receives remote commands and uploads system inventory, indicating control and data exfiltration capabilities. The keep-alive and fallback domain retries further support continuous remote connectivity. These behaviors align with a backdoor.",,,1
2025-12-25T20:47:39.238301,gpt-4.1-mini,BD_002,Backdoor,Backdoor,cva,remove_persistence,Backdoor,"The sample registers as a service and maintains a long-lived encrypted channel, which is typical for persistent remote access. It receives remote commands and uploads system inventory, indicating control and data exfiltration capabilities. The keep-alive and retry mechanisms with fallback domains further support continuous remote connectivity. These behaviors align with a backdoor.",,,1
2025-12-25T20:47:39.238312,gpt-4.1-mini,BD_002,Backdoor,Backdoor,cva,mask_encryption,Backdoor,"The sample registers as a service and maintains a long-lived encrypted channel, which is typical for persistent remote access. It receives remote commands and uploads system inventory, indicating control and data exfiltration capabilities. The keep-alive and retry mechanisms with fallback domains further support continuous remote connectivity. These behaviors align with a backdoor.",,,1
2025-12-25T20:47:45.993304,gpt-4.1-mini,BENIGN_001,Benign Software,Benign,direct,orig,Benign,,,1,
2025-12-25T20:47:45.993322,gpt-4.1-mini,BENIGN_001,Benign Software,Benign,cot,orig,Benign,"The sample exhibits typical benign behavior such as reading configuration files, connecting securely to vendor update servers, downloading and verifying signed update packages, and writing logs without any suspicious activity like process injection. These actions are consistent with normal software update processes and do not indicate malicious intent.",,1,
2025-12-25T20:47:45.993328,gpt-4.1-mini,BENIGN_001,Benign Software,Benign,tot,orig,Benign,"Candidate labels:
1. Benign
   - Reads configuration files and user preferences for an installed application.
   - Connects over HTTPS to well-known vendor update servers and verifies signed update packages.
2. Generic Malware
   - No evidence of malicious behavior, but network connections and file writes could be suspicious in other contexts.
3. Infostealer
   - Reads user preferences, which could be sensitive, but no evidence of data exfiltration.",,1,
2025-12-25T20:47:45.993336,gpt-4.1-mini,BENIGN_001,Benign Software,Benign,cva,orig,Benign,"The sample exhibits typical benign behavior such as reading configuration files, connecting securely to vendor update servers, downloading and verifying signed update packages, and writing logs without any suspicious activity like process injection. These actions are consistent with normal software update processes and do not indicate malicious intent.",1.0,1,
2025-12-25T20:47:45.993342,gpt-4.1-mini,BENIGN_001,Benign Software,Benign,cva,mask_encryption,Benign,"The sample exhibits typical benign behavior such as reading configuration files, connecting securely to vendor update servers, downloading and verifying signed update packages, and writing logs without any suspicious activity. There is no evidence of malicious actions like data theft, unauthorized access, or encryption of files.",,,1
2025-12-25T20:47:45.993348,gpt-4.1-mini,BENIGN_001,Benign Software,Benign,cva,modify_c2,Benign,"The sample exhibits typical benign software behavior: reading configuration files, connecting securely to vendor update servers, downloading and verifying signed updates, and writing logs without suspicious activity. There is no indication of malicious actions such as data theft, unauthorized access, or encryption of files.",,,1
2025-12-25T20:47:45.993354,gpt-4.1-mini,BENIGN_001,Benign Software,Benign,cva,remove_persistence,Benign,"The sample exhibits typical benign behavior such as reading configuration files, connecting securely to vendor update servers, downloading and verifying signed update packages, and writing logs without any suspicious activity like process injection. These actions are consistent with normal software update processes and do not indicate malicious intent.",,,1
2025-12-25T20:47:52.549354,gpt-4.1-mini,BENIGN_002,Benign Software,Benign,direct,orig,Benign,,,1,
2025-12-25T20:47:52.549383,gpt-4.1-mini,BENIGN_002,Benign Software,Benign,cot,orig,Benign,"The sample performs normal file input/output operations on user-selected documents without mass rewriting, uses OS APIs for user interface events, and sends periodic telemetry data with user consent. There is no indication of malicious behavior such as data theft, unauthorized access, or encryption of files.",,1,
2025-12-25T20:47:52.549395,gpt-4.1-mini,BENIGN_002,Benign Software,Benign,tot,orig,Benign,"Candidate Labels:
1. Benign
   - Performs normal file I/O on user-selected documents without mass rewrite, indicating typical user application behavior.
   - Uses OS APIs for UI events and stores recent file list, consistent with standard software functionality.
2. Generic Malware
   - Periodic telemetry to vendor could be misused for data exfiltration, but here it is opt-in and typical for benign software.
3. Infostealer
   - No evidence of unauthorized data collection or transmission beyond opt-in telemetry.",,1,
2025-12-25T20:47:52.549411,gpt-4.1-mini,BENIGN_002,Benign Software,Benign,cva,orig,Benign,"The sample performs normal file input/output operations on user-selected documents without mass rewriting, uses OS APIs for user interface events, and sends periodic telemetry data with user consent. There is no indication of malicious behavior such as data theft, unauthorized access, or encryption of files.",1.0,1,
2025-12-25T20:47:52.549425,gpt-4.1-mini,BENIGN_002,Benign Software,Benign,cva,suppress_exfiltration,Benign,"The sample performs normal file input/output on user-selected documents without mass rewriting, uses OS APIs for UI events, and sends periodic telemetry with user consent. There is no indication of malicious behavior such as data theft, unauthorized access, or encryption of files.",,,1
2025-12-25T20:47:52.549436,gpt-4.1-mini,BENIGN_002,Benign Software,Benign,cva,modify_c2,Benign,"The sample performs normal file input/output operations on user-selected documents without mass rewriting, uses OS APIs for user interface events, and sends periodic telemetry data with user consent. There is no indication of malicious behavior such as data theft, unauthorized access, or encryption of files.",,,1
2025-12-25T20:47:52.549446,gpt-4.1-mini,BENIGN_002,Benign Software,Benign,cva,remove_persistence,Benign,"The sample performs normal file input/output on user-selected documents without mass rewriting, uses OS APIs for user interface events, and sends periodic telemetry with user consent. These behaviors are typical of legitimate software and show no signs of malicious activity such as data theft, unauthorized access, or file encryption.",,,1
2025-12-25T20:48:00.539367,gpt-4.1-mini,MAL_001,Generic Malware,Generic Malware,direct,orig,Generic Malware,,,1,
2025-12-25T20:48:00.539396,gpt-4.1-mini,MAL_001,Generic Malware,Generic Malware,cot,orig,Generic Malware,"The sample downloads and executes a second-stage payload in memory, attempts privilege escalation, and injects into a system process. These behaviors indicate malicious activity but do not specifically point to ransomware, infostealing, or backdoor functionality. The evidence aligns with general malicious tactics without a clear specialized purpose.",,1,
2025-12-25T20:48:00.539409,gpt-4.1-mini,MAL_001,Generic Malware,Generic Malware,tot,orig,Generic Malware,"Candidate labels:
1. Generic Malware
   - Downloads and executes a second-stage payload in memory, indicating multi-stage infection typical of generic malware.
   - Attempts privilege escalation and process injection, common tactics used by various malware types to maintain persistence and evade detection.

2. Backdoor
   - Process injection into a common system process could be used to maintain stealthy remote access.
   - Privilege escalation attempts may facilitate backdoor functionality by gaining higher system privileges.

3. Infostealer
   - No direct evidence of data exfiltration or credential theft.
   - Process enumeration could be preparatory for information gathering, but no explicit data theft observed.

Best label:",,1,
2025-12-25T20:48:00.539423,gpt-4.1-mini,MAL_001,Generic Malware,Generic Malware,cva,orig,Generic Malware,"The sample downloads and executes a second-stage payload in memory, attempts privilege escalation, and injects into a system process. These behaviors indicate malicious activity but do not specifically point to ransomware, infostealing, or backdoor functionalities. The evidence aligns with general malicious tactics without a clear specialized purpose.",1.0,1,
2025-12-25T20:48:00.539435,gpt-4.1-mini,MAL_001,Generic Malware,Generic Malware,cva,remove_persistence,Generic Malware,"The sample downloads and executes a second-stage payload in memory, attempts privilege escalation, and injects into a system process. These behaviors indicate a multi-stage attack with stealth and persistence techniques but do not specifically point to data theft, ransomware encryption, or backdoor communication. The evidence aligns with generic malicious activity.",,,1
2025-12-25T20:48:00.539447,gpt-4.1-mini,MAL_001,Generic Malware,Generic Malware,cva,modify_c2,Generic Malware,"The sample downloads and executes a second-stage payload in memory, attempts privilege escalation, and injects into a system process. These behaviors indicate malicious activity but do not specifically point to ransomware, infostealing, or backdoor functionalities. The evidence aligns with general malicious tactics without a clear specialized purpose.",,,1
2025-12-25T20:48:00.539458,gpt-4.1-mini,MAL_001,Generic Malware,Generic Malware,cva,suppress_exfiltration,Generic Malware,"The sample downloads and executes a second-stage payload in memory, attempts privilege escalation, and injects into a system process. These behaviors indicate malicious activity but do not specifically point to ransomware, infostealer, or backdoor functionalities. The evidence aligns with general malicious tactics typical of generic malware.",,,1
2025-12-25T20:48:08.625951,gpt-4.1-mini,MAL_002,Generic Malware,Generic Malware,direct,orig,Generic Malware,,,1,
2025-12-25T20:48:08.625980,gpt-4.1-mini,MAL_002,Generic Malware,Generic Malware,cot,orig,Generic Malware,"The sample creates autorun registry entries and hides its executable, indicating persistence mechanisms. It connects to an unknown domain to fetch encrypted data, suggesting potential command and control communication or payload retrieval. It also performs environment checks and anti-analysis delays, typical of malware trying to evade detection. However, there is no specific evidence of data theft, encryption of files for ransom, or backdoor functionality explicitly stated.",,1,
2025-12-25T20:48:08.625993,gpt-4.1-mini,MAL_002,Generic Malware,Generic Malware,tot,orig,Generic Malware,"Candidate Labels:
1. Generic Malware
   - Creates autorun registry entry and hides executable in user profile, indicating persistence mechanisms.
   - Connects to unknown domain and fetches encrypted blob, suggesting potential payload delivery or command and control.

2. Backdoor
   - Connects to unknown domain and fetches encrypted blob, which could be commands or additional payloads.
   - Performs environment checks and anti-analysis delays, typical of stealthy remote access tools.

3. Infostealer
   - Creates autorun registry entry and hides executable in user profile to maintain presence.
   - Connects to unknown domain and fetches encrypted blob, possibly exfiltrating data or downloading stealing modules.

Best Label:",,1,
2025-12-25T20:48:08.626007,gpt-4.1-mini,MAL_002,Generic Malware,Generic Malware,cva,orig,Generic Malware,"The sample creates autorun registry entries and hides its executable, indicating persistence mechanisms typical of malware. It connects to an unknown domain and fetches an encrypted blob, suggesting potential command and control communication or payload retrieval. It also performs environment checks and anti-analysis delays, which are common evasion techniques. However, there is no specific evidence of data theft, encryption of files for ransom, or backdoor functionality explicitly stated.",1.0,1,
2025-12-25T20:48:08.626021,gpt-4.1-mini,MAL_002,Generic Malware,Generic Malware,cva,remove_persistence,Generic Malware,"The sample creates autorun registry entries and hides its executable, indicating persistence mechanisms typical of malware. It connects to an unknown domain and fetches encrypted data, suggesting command and control communication or payload retrieval. It also performs environment checks and anti-analysis delays, which are common evasion techniques. However, there is no specific evidence of data theft, encryption of user files, or remote control capabilities explicitly mentioned.",,,1
2025-12-25T20:48:08.626031,gpt-4.1-mini,MAL_002,Generic Malware,Generic Malware,cva,modify_c2,Generic Malware,"The sample creates autorun registry entries and hides its executable, indicating persistence mechanisms typical of malware. It connects to an unknown domain and fetches encrypted data, suggesting potential command and control communication or payload retrieval. It also performs environment checks and anti-analysis delays, which are common evasion techniques. However, there is no specific evidence of data theft, encryption of files, or remote control capabilities explicitly described.",,,1
2025-12-25T20:48:08.626042,gpt-4.1-mini,MAL_002,Generic Malware,Generic Malware,cva,mask_encryption,Generic Malware,"The sample creates autorun registry entries and hides its executable, indicating persistence mechanisms typical of malware. It connects to an unknown domain and fetches encrypted data, suggesting potential command and control communication or payload retrieval. It also performs environment checks and anti-analysis delays, which are common evasion techniques. However, there is no specific evidence of data theft, encryption of files, or backdoor functionality explicitly stated.",,,1
2025-12-25T20:48:16.820126,gpt-4.1-mini,RANSOM_003,Ransomware,Ransomware,direct,orig,Ransomware,,,1,
2025-12-25T20:48:16.820154,gpt-4.1-mini,RANSOM_003,Ransomware,Ransomware,cot,orig,Ransomware,"The sample encrypts user files using AES-256, scans for specific file types to encrypt, and communicates with a command and control server to receive encryption keys. These behaviors are characteristic of ransomware, which typically encrypts files and demands payment for decryption.",,1,
2025-12-25T20:48:16.820165,gpt-4.1-mini,RANSOM_003,Ransomware,Ransomware,tot,orig,Ransomware,"Candidate labels:
1. Ransomware
   - [E1] The malware encrypts user files with a strong AES-256 algorithm
   - [E5] The ransomware scans the filesystem for specific file types to encrypt
2. Backdoor
   - [E3] The malware communicates with a command and control server to receive encryption keys (indicates C2 communication)
   - [E4] It exploits a vulnerability to gain administrative privileges (common in backdoors)
3. Generic Malware
   - [E2] It creates a registry key to ensure it runs on startup (common persistence technique)
   - [E4] It exploits a vulnerability to gain administrative privileges (general malicious behavior)",,1,
2025-12-25T20:48:16.820181,gpt-4.1-mini,RANSOM_003,Ransomware,Ransomware,cva,orig,Ransomware,"The sample encrypts user files using AES-256, scans the filesystem for target files, and communicates with a command and control server to receive encryption keys. It also ensures persistence by creating a registry key and escalates privileges to perform its actions. These behaviors are characteristic of ransomware.",1.0,1,
2025-12-25T20:48:16.820195,gpt-4.1-mini,RANSOM_003,Ransomware,Ransomware,cva,remove_persistence,Ransomware,"The sample encrypts user files using AES-256, communicates with a command and control server to obtain encryption keys, exploits vulnerabilities to gain administrative privileges, and scans the filesystem for target file types. These behaviors are characteristic of ransomware.",,,1
2025-12-25T20:48:16.820207,gpt-4.1-mini,RANSOM_003,Ransomware,Ransomware,cva,mask_encryption,Ransomware,"The sample exhibits clear ransomware behavior: it encrypts files (E1, E5), ensures persistence via registry keys (E2), communicates with a C2 server to receive encryption keys (E3), and escalates privileges to perform its actions (E4). These are hallmark traits of ransomware.",,,0
2025-12-25T20:48:16.820218,gpt-4.1-mini,RANSOM_003,Ransomware,Ransomware,cva,modify_c2,Ransomware,"The sample encrypts user files using AES-256, a hallmark behavior of ransomware. It also scans the filesystem for specific file types to encrypt, which aligns with typical ransomware activity. Persistence via registry key and privilege escalation support its malicious intent to maintain control and execute the encryption payload. The altered C2 endpoint disguises its communication, further indicating malicious ransomware behavior.",,,1
2025-12-25T20:48:16.820232,gpt-4.1-mini,RANSOM_003,Ransomware,Ransomware,cva,suppress_exfiltration,Ransomware,"The sample encrypts user files using AES-256, scans the filesystem for target files, and communicates with a command and control server to receive encryption keys. It also ensures persistence by creating a registry key and escalates privileges to perform its actions. These behaviors are characteristic of ransomware.",,,1
2025-12-25T20:48:24.178396,gpt-4.1-mini,RANSOM_004,Ransomware,Ransomware,direct,orig,Ransomware,,,1,
2025-12-25T20:48:24.178425,gpt-4.1-mini,RANSOM_004,Ransomware,Ransomware,cot,orig,Ransomware,"The sample exhibits classic ransomware behavior: it encrypts user files using AES-256, ensures persistence via registry keys, communicates with a C2 server for encryption keys, attempts privilege escalation, and scans the filesystem to find documents to encrypt.",,1,
2025-12-25T20:48:24.178436,gpt-4.1-mini,RANSOM_004,Ransomware,Ransomware,tot,orig,Ransomware,"Candidate labels:

1. Ransomware
   - The malware encrypts user files with a strong AES-256 algorithm [E1].
   - It scans the filesystem to locate and encrypt documents [E5].

2. Backdoor
   - It communicates with a command and control server to receive encryption keys [E3].
   - It attempts to escalate privileges to gain full access to the system [E4].

3. Generic Malware
   - It creates a registry key to ensure it runs on startup [E2].
   - It attempts to escalate privileges to gain full access to the system [E4].",,1,
