direct,cot,tot,cva
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=18.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=37.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=24.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=55.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=42.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=81.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=12.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=21.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=45.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=91.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=48.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=111.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=48.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=97.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=11.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=23.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.25, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=9.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=19.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.25, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=17.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=35.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.25, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=12.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=25.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.25, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=9.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=19.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.25, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=11.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=23.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=27.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=53.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=9.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=19.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=9.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=19.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=10.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=21.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=9.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=21.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=11.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=23.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.037500000000000006, avg_atd=26.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=51.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=10.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=21.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=9.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=19.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.25, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=11.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=23.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=8.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=17.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=27.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.037500000000000006, avg_atd=57.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=11.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=23.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.5, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=11.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=23.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=8.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=19.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.25, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=11.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=17.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=9.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=19.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=9.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=19.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=11.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=23.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.05, avg_atd=25.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.037500000000000006, avg_atd=59.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=11.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=25.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.5, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=41.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.375, avg_atd=59.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=30.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=61.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=20.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=31.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=17.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=37.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.25, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=18.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=41.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
"MethodAverages(avg_css=None, avg_dsi=0.0, avg_atd=1.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=15.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=None, avg_dsi=0.5, avg_atd=29.0, orig_acc=0.0, cf_acc=None)","MethodAverages(avg_css=0.0, avg_dsi=0.0, avg_atd=1.0, orig_acc=1.0, cf_acc=None)"
